Date,Site,Plot,Species,Number_units_w_fruit,Number_fruits_per_unit,Seeds_per_fruit,Eaten,Dead,Otherwise_gone,Flowering_week
8/8/22,Pfeiler,5,Helianthella_quinquenervis,1,1,6,0,0,0,8
8/8/22,Pfeiler,4,Helianthella_quinquenervis,1,1,18,0,0,0,8
8/8/22,Pfeiler,3,Heliomeris_multiflora,1,1,122,0,0,0,7
8/8/22,Pfeiler,1,Heliomeris_multiflora,1,1,none_yet,0,0,0,8
8/8/22,Pfeiler,3,Potentilla_gracilis,1,1,12,0,0,0,8
8/8/22,Pfeiler,5,Senecio_crassulus,1,1,60,0,1,0,5
8/8/22,Pfeiler,5,Senecio_crassulus,1,1,inviable,0,0,0,4
8/8/22,PBM,5,Heterotheca_villosa,2,1,none_yet,0,0,0,9
8/8/22,PBM,1,Hymenoxys_hoopesii,2,1,none_yet,0,0,0,8
8/8/22,PBM,1,Hymenoxys_hoopesii,2,1,none_yet,0,0,0,9
8/8/22,PBM,5,Potentilla_gracilis,2,1,13,0,0,0,8
8/8/22,PBM,1,Senecio_crassulus,2,1,60,0,0,0,8
8/8/22,PBM,1,Senecio_crassulus,2,1,87,0,0,0,7
8/8/22,Pfeiler,4,Helianthella_quinquenervis,2,1,55,0,0,0,6
8/8/22,Pfeiler,4,Helianthella_quinquenervis,2,1,36,0,0,0,7
8/8/22,Pfeiler,5,Potentilla_gracilis,2,1,10,0,0,0,8
8/8/22,Pfeiler,3,Potentilla_gracilis,2,1,25,0,0,0,7
8/8/22,Pfeiler,5,Senecio_crassulus,2,1,75,0,0,0,8
8/8/22,PBM,3,Potentilla_gracilis,3,1,21,0,0,0,8
8/8/22,PBM,3,Potentilla_gracilis,3,1,18,0,0,0,9
8/8/22,PBM,1,Geranium_richardsonii,4,1,5,0,0,0,8
8/8/22,Pfeiler,1,Heliomeris_multiflora,4,1,none_yet,0,0,0,9
8/8/22,PBM,5,Heterotheca_villosa,6,1,23,0,0,0,8
8/8/22,Pfeiler,5,Helianthella_quinquenervis,6,1,63,0,0,0,7
8/8/22,Pfeiler,5,Heliomeris_multiflora,7,1,none_yet,0,0,0,9
8/8/22,Pfeiler,3,Heliomeris_multiflora,7,1,none_yet,0,0,0,9
8/8/22,Pfeiler,5,Heliomeris_multiflora,8,1,none_yet,0,0,0,8
8/8/22,Pfeiler,5,Erigeron_speciosus,9,1,45,0,0,0,7
8/8/22,Pfeiler,3,Heliomeris_multiflora,10,1,none_yet,0,0,0,8
8/8/22,Pfeiler,4,Heliomeris_multiflora,11,1,none_yet,0,1,0,8
8/8/22,Pfeiler,5,Erigeron_speciosus,12,1,none_yet,0,0,0,9
8/8/22,Pfeiler,4,Erigeron_speciosus,14,1,none_yet,0,1,0,8
8/8/22,Pfeiler,4,Heliomeris_multiflora,22,1,none_yet,0,0,0,9
8/8/22,Pfeiler,5,Erigeron_speciosus,26,1,none_yet,0,1,0,8
8/8/22,Pfeiler,3,Erigeron_speciosus,34,1,225,0,0,0,7
8/8/22,Pfeiler,3,Erigeron_speciosus,43,1,none_yet,0,0,0,9
8/8/22,Pfeiler,3,Erigeron_speciosus,99,1,none_yet,0,1,0,7
8/8/22,Pfeiler,3,Vicia_americana,2,3,none_yet,0,0,0,9
8/8/22,PBM,3,Corydalis_caseana,1,5,2,0,0,0,7
8/8/22,Pfeiler,4,Ribes_montigenum,8,6,4,0,0,0,2
8/8/22,Pfeiler,2,Mertensia_ciliata,3,10,4,0,0,0,7
8/8/22,PBM,1,Mertensia_ciliata,4,10,4,0,0,0,7
8/8/22,Pfeiler,2,Mertensia_ciliata,3,15,4,0,0,0,6
8/8/22,PBM,1,Cymopterus_lemonii,2,17,6,0,0,0,6
8/8/22,Pfeiler,5,Castilleja_sulphurea,2,17,85,0,0,0,7
8/8/22,PBM,2,Corydalis_caseana,8,20,3,0,0,0,7
8/8/22,PBM,2,Corydalis_caseana,1,25,3,0,5,0,6
8/8/22,PBM,1,Cymopterus_lemonii,1,27,4,0,0,0,7
8/8/22,Pfeiler,2,Delphinium_barbeyi,1,63,8,0,0,0,6
8/8/22,Pfeiler,2,Delphinium_barbeyi,6,91,8,0,0,0,7
8/8/22,Pfeiler,2,Hydrophyllum_capitatum,1,gone,gone,0,0,0,4
8/8/22,PBM,3,Androsace_septentrionalis,1,none_yet,none_yet,0,0,0,8
8/8/22,PBM,2,Cymopterus_lemonii,1,none_yet,none_yet,0,0,0,7
8/8/22,PBM,5,Eriogonum_umbellatum,1,none_yet,none_yet,0,0,0,7
8/8/22,PBM,3,Hymenoxys_hoopesii,1,none_yet,none_yet,0,0,0,7
8/8/22,PBM,4,Eriogonum_umbellatum,6,none_yet,none_yet,0,0,0,6
8/8/22,PBM,4,Heterotheca_villosa,11,none_yet,none_yet,0,0,0,9
8/8/22,PBM,4,Eriogonum_umbellatum,23,none_yet,none_yet,0,0,0,7
8/9/22,Road,4,Potentilla_gracilis,1,1,4,0,0,0,7
8/9/22,Road,2,Erigeron_speciosus,8,1,none_yet,0,0,0,9
8/9/22,Road,2,Erigeron_speciosus,10,1,none_yet,0,2,0,8
8/9/22,Road,1,Erigeron_speciosus,13,1,none_yet,0,0,0,8
8/9/22,Road,1,Erigeron_speciosus,14,1,none_yet,0,0,0,9
8/9/22,Road,4,Dasiphora_fruticosa,18,1,22,0,0,0,7
8/9/22,Road,4,Dasiphora_fruticosa,20,1,11,0,0,0,8
8/9/22,Road,4,Dasiphora_fruticosa,29,1,none_yet,0,0,0,9
8/9/22,Road,4,Achillea_millefolium,2,none_yet,none_yet,0,0,0,8
8/9/22,Road,2,Ericameria_nauseosa,2,none_yet,none_yet,0,0,0,9
8/9/22,Road,3,Ericameria_nauseosa,4,none_yet,none_yet,0,0,0,9
8/9/22,Road,3,Ericameria_nauseosa,10,none_yet,none_yet,0,0,0,8
