"","species1","species2","SI","site"
"346","Achillea_millefolium","Madia_glomerata"," 3.333333e-01","Road"
"347","Agoseris_aurantiaca","Madia_glomerata"," 0.000000e+00","Road"
"348","Androsace_septentrionalis","Madia_glomerata"," 0.000000e+00","Road"
"349","Artemisia_tridentata","Madia_glomerata"," 1.000000e+00","Road"
"350","Chrysothamnus_viscidiflorus","Madia_glomerata"," 6.428571e-01","Road"
"351","Cirsium_arvense","Madia_glomerata"," 1.000000e+00","Road"
"352","Collomia_linearis","Madia_glomerata"," 3.676471e-03","Road"
"353","Delphinium_nelsonii","Madia_glomerata"," 0.000000e+00","Road"
"354","Erigeron_speciosus","Madia_glomerata"," 4.602510e-02","Road"
"355","Eriogonum_umbellatum","Madia_glomerata"," 0.000000e+00","Road"
"356","Gayophytum_diffusum","Madia_glomerata"," 0.000000e+00","Road"
"357","Geranium_richardsonii","Madia_glomerata"," 0.000000e+00","Road"
"358","Lathyrus_leucanthus","Madia_glomerata"," 0.000000e+00","Road"
"359","Linaria_vulgaris","Madia_glomerata"," 0.000000e+00","Road"
"360","Lupinus_bakeri","Madia_glomerata"," 0.000000e+00","Road"
"361","Madia_glomerata","Madia_glomerata"," 0.000000e+00","Road"
"362","Mertensia_ciliata","Madia_glomerata",NA,"Road"
"363","Dasiphora_fruticosa","Madia_glomerata"," 1.822660e-01","Road"
"364","Potentilla_gracilis","Madia_glomerata"," 0.000000e+00","Road"
"365","Ranunculus_inamoenus","Madia_glomerata"," 0.000000e+00","Road"
"366","Taraxacum_officinale","Madia_glomerata"," 0.000000e+00","Road"
"367","Valeriana_occidentalis","Madia_glomerata"," 0.000000e+00","Road"
"368","Veratrum_tenuipetalum","Madia_glomerata"," 0.000000e+00","Road"
"369","Achillea_millefolium","Mertensia_ciliata",NA,"Road"
"370","Agoseris_aurantiaca","Mertensia_ciliata",NA,"Road"
"371","Androsace_septentrionalis","Mertensia_ciliata",NA,"Road"
"372","Artemisia_tridentata","Mertensia_ciliata",NA,"Road"
"373","Chrysothamnus_viscidiflorus","Mertensia_ciliata",NA,"Road"
"374","Cirsium_arvense","Mertensia_ciliata",NA,"Road"
"375","Collomia_linearis","Mertensia_ciliata",NA,"Road"
"376","Delphinium_nelsonii","Mertensia_ciliata",NA,"Road"
"377","Erigeron_speciosus","Mertensia_ciliata",NA,"Road"
"378","Eriogonum_umbellatum","Mertensia_ciliata",NA,"Road"
"379","Gayophytum_diffusum","Mertensia_ciliata",NA,"Road"
"380","Geranium_richardsonii","Mertensia_ciliata",NA,"Road"
"381","Lathyrus_leucanthus","Mertensia_ciliata",NA,"Road"
"382","Linaria_vulgaris","Mertensia_ciliata",NA,"Road"
"383","Lupinus_bakeri","Mertensia_ciliata",NA,"Road"
"384","Madia_glomerata","Mertensia_ciliata",NA,"Road"
"385","Mertensia_ciliata","Mertensia_ciliata"," 0.000000e+00","Road"
"386","Dasiphora_fruticosa","Mertensia_ciliata",NA,"Road"
"387","Potentilla_gracilis","Mertensia_ciliata",NA,"Road"
"388","Ranunculus_inamoenus","Mertensia_ciliata",NA,"Road"
"389","Taraxacum_officinale","Mertensia_ciliata",NA,"Road"
"390","Valeriana_occidentalis","Mertensia_ciliata",NA,"Road"
"391","Veratrum_tenuipetalum","Mertensia_ciliata",NA,"Road"
"392","Achillea_millefolium","Dasiphora_fruticosa"," 4.926108e-01","Road"
"393","Agoseris_aurantiaca","Dasiphora_fruticosa"," 1.921182e-01","Road"
"394","Androsace_septentrionalis","Dasiphora_fruticosa"," 1.477833e-02","Road"
"395","Artemisia_tridentata","Dasiphora_fruticosa"," 1.822660e-01","Road"
"396","Chrysothamnus_viscidiflorus","Dasiphora_fruticosa"," 3.004926e-01","Road"
"397","Cirsium_arvense","Dasiphora_fruticosa"," 1.822660e-01","Road"
"398","Collomia_linearis","Dasiphora_fruticosa"," 3.365329e-01","Road"
"399","Delphinium_nelsonii","Dasiphora_fruticosa","-2.220446e-16","Road"
"400","Erigeron_speciosus","Dasiphora_fruticosa"," 5.591648e-01","Road"
"401","Eriogonum_umbellatum","Dasiphora_fruticosa"," 2.969349e-01","Road"
"402","Gayophytum_diffusum","Dasiphora_fruticosa"," 2.118227e-01","Road"
"403","Geranium_richardsonii","Dasiphora_fruticosa"," 5.258476e-01","Road"
"404","Lathyrus_leucanthus","Dasiphora_fruticosa"," 6.403941e-02","Road"
"405","Linaria_vulgaris","Dasiphora_fruticosa"," 1.182266e-01","Road"
"406","Lupinus_bakeri","Dasiphora_fruticosa"," 2.817734e-01","Road"
"407","Madia_glomerata","Dasiphora_fruticosa"," 1.822660e-01","Road"
"408","Mertensia_ciliata","Dasiphora_fruticosa",NA,"Road"
"409","Dasiphora_fruticosa","Dasiphora_fruticosa"," 0.000000e+00","Road"
"410","Potentilla_gracilis","Dasiphora_fruticosa"," 3.728168e-01","Road"
"411","Ranunculus_inamoenus","Dasiphora_fruticosa"," 4.433498e-02","Road"
"412","Taraxacum_officinale","Dasiphora_fruticosa"," 1.477833e-02","Road"
"413","Valeriana_occidentalis","Dasiphora_fruticosa","-2.220446e-16","Road"
"414","Veratrum_tenuipetalum","Dasiphora_fruticosa"," 8.374384e-02","Road"
"415","Achillea_millefolium","Potentilla_gracilis"," 1.136364e-01","Road"
"416","Agoseris_aurantiaca","Potentilla_gracilis"," 1.136364e-01","Road"
"417","Androsace_septentrionalis","Potentilla_gracilis"," 1.110223e-16","Road"
"418","Artemisia_tridentata","Potentilla_gracilis"," 0.000000e+00","Road"
"419","Chrysothamnus_viscidiflorus","Potentilla_gracilis"," 0.000000e+00","Road"
"420","Cirsium_arvense","Potentilla_gracilis"," 0.000000e+00","Road"
"421","Collomia_linearis","Potentilla_gracilis"," 6.925134e-01","Road"
"422","Delphinium_nelsonii","Potentilla_gracilis"," 1.110223e-16","Road"
"423","Erigeron_speciosus","Potentilla_gracilis"," 4.587296e-01","Road"
"424","Eriogonum_umbellatum","Potentilla_gracilis"," 2.912458e-01","Road"
"425","Gayophytum_diffusum","Potentilla_gracilis"," 2.272727e-02","Road"
"426","Geranium_richardsonii","Potentilla_gracilis"," 6.430481e-01","Road"
"427","Lathyrus_leucanthus","Potentilla_gracilis"," 1.590909e-01","Road"
"428","Linaria_vulgaris","Potentilla_gracilis"," 0.000000e+00","Road"
"429","Lupinus_bakeri","Potentilla_gracilis"," 3.714286e-01","Road"
"430","Madia_glomerata","Potentilla_gracilis"," 0.000000e+00","Road"
"431","Mertensia_ciliata","Potentilla_gracilis",NA,"Road"
"432","Dasiphora_fruticosa","Potentilla_gracilis"," 3.728168e-01","Road"
"433","Potentilla_gracilis","Potentilla_gracilis"," 0.000000e+00","Road"
"434","Ranunculus_inamoenus","Potentilla_gracilis"," 1.110223e-16","Road"
"435","Taraxacum_officinale","Potentilla_gracilis"," 1.110223e-16","Road"
"436","Valeriana_occidentalis","Potentilla_gracilis"," 1.110223e-16","Road"
"437","Veratrum_tenuipetalum","Potentilla_gracilis"," 3.181818e-01","Road"
"438","Achillea_millefolium","Ranunculus_inamoenus"," 1.110223e-16","Road"
"439","Agoseris_aurantiaca","Ranunculus_inamoenus"," 0.000000e+00","Road"
"440","Androsace_septentrionalis","Ranunculus_inamoenus"," 0.000000e+00","Road"
"441","Artemisia_tridentata","Ranunculus_inamoenus"," 0.000000e+00","Road"
"442","Chrysothamnus_viscidiflorus","Ranunculus_inamoenus"," 0.000000e+00","Road"
"443","Cirsium_arvense","Ranunculus_inamoenus"," 0.000000e+00","Road"
"444","Collomia_linearis","Ranunculus_inamoenus"," 3.308824e-02","Road"
"445","Delphinium_nelsonii","Ranunculus_inamoenus"," 7.142857e-01","Road"
"446","Erigeron_speciosus","Ranunculus_inamoenus"," 0.000000e+00","Road"
"447","Eriogonum_umbellatum","Ranunculus_inamoenus"," 3.703704e-02","Road"
"448","Gayophytum_diffusum","Ranunculus_inamoenus"," 0.000000e+00","Road"
"449","Geranium_richardsonii","Ranunculus_inamoenus"," 5.882353e-02","Road"
"450","Lathyrus_leucanthus","Ranunculus_inamoenus"," 1.110223e-16","Road"
"451","Linaria_vulgaris","Ranunculus_inamoenus"," 0.000000e+00","Road"
"452","Lupinus_bakeri","Ranunculus_inamoenus"," 2.857143e-02","Road"
"453","Madia_glomerata","Ranunculus_inamoenus"," 0.000000e+00","Road"
"454","Mertensia_ciliata","Ranunculus_inamoenus",NA,"Road"
"455","Dasiphora_fruticosa","Ranunculus_inamoenus"," 4.433498e-02","Road"
"456","Potentilla_gracilis","Ranunculus_inamoenus"," 1.110223e-16","Road"
"457","Ranunculus_inamoenus","Ranunculus_inamoenus"," 0.000000e+00","Road"
"458","Taraxacum_officinale","Ranunculus_inamoenus"," 4.166667e-01","Road"
"459","Valeriana_occidentalis","Ranunculus_inamoenus"," 7.142857e-01","Road"
"460","Veratrum_tenuipetalum","Ranunculus_inamoenus"," 0.000000e+00","Road"
"461","Achillea_millefolium","Taraxacum_officinale"," 1.110223e-16","Road"
"462","Agoseris_aurantiaca","Taraxacum_officinale"," 0.000000e+00","Road"
"463","Androsace_septentrionalis","Taraxacum_officinale"," 5.833333e-01","Road"
"464","Artemisia_tridentata","Taraxacum_officinale"," 0.000000e+00","Road"
"465","Chrysothamnus_viscidiflorus","Taraxacum_officinale"," 0.000000e+00","Road"
"466","Cirsium_arvense","Taraxacum_officinale"," 0.000000e+00","Road"
"467","Collomia_linearis","Taraxacum_officinale"," 0.000000e+00","Road"
"468","Delphinium_nelsonii","Taraxacum_officinale"," 4.166667e-01","Road"
"469","Erigeron_speciosus","Taraxacum_officinale"," 0.000000e+00","Road"
"470","Eriogonum_umbellatum","Taraxacum_officinale"," 0.000000e+00","Road"
"471","Gayophytum_diffusum","Taraxacum_officinale"," 0.000000e+00","Road"
"472","Geranium_richardsonii","Taraxacum_officinale"," 1.176471e-02","Road"
"473","Lathyrus_leucanthus","Taraxacum_officinale"," 4.444444e-01","Road"
"474","Linaria_vulgaris","Taraxacum_officinale"," 0.000000e+00","Road"
"475","Lupinus_bakeri","Taraxacum_officinale"," 5.833333e-01","Road"
"476","Madia_glomerata","Taraxacum_officinale"," 0.000000e+00","Road"
"477","Mertensia_ciliata","Taraxacum_officinale",NA,"Road"
"478","Dasiphora_fruticosa","Taraxacum_officinale"," 1.477833e-02","Road"
"479","Potentilla_gracilis","Taraxacum_officinale"," 1.110223e-16","Road"
"480","Ranunculus_inamoenus","Taraxacum_officinale"," 4.166667e-01","Road"
"481","Taraxacum_officinale","Taraxacum_officinale"," 0.000000e+00","Road"
"482","Valeriana_occidentalis","Taraxacum_officinale"," 4.166667e-01","Road"
"483","Veratrum_tenuipetalum","Taraxacum_officinale"," 0.000000e+00","Road"
"484","Achillea_millefolium","Valeriana_occidentalis"," 1.110223e-16","Road"
"485","Agoseris_aurantiaca","Valeriana_occidentalis"," 0.000000e+00","Road"
"486","Androsace_septentrionalis","Valeriana_occidentalis"," 0.000000e+00","Road"
"487","Artemisia_tridentata","Valeriana_occidentalis"," 0.000000e+00","Road"
"488","Chrysothamnus_viscidiflorus","Valeriana_occidentalis"," 0.000000e+00","Road"
"489","Cirsium_arvense","Valeriana_occidentalis"," 0.000000e+00","Road"
"490","Collomia_linearis","Valeriana_occidentalis"," 0.000000e+00","Road"
"491","Delphinium_nelsonii","Valeriana_occidentalis"," 1.000000e+00","Road"
"492","Erigeron_speciosus","Valeriana_occidentalis"," 0.000000e+00","Road"
"493","Eriogonum_umbellatum","Valeriana_occidentalis"," 0.000000e+00","Road"
"494","Gayophytum_diffusum","Valeriana_occidentalis"," 0.000000e+00","Road"
"495","Geranium_richardsonii","Valeriana_occidentalis"," 0.000000e+00","Road"
"496","Lathyrus_leucanthus","Valeriana_occidentalis"," 0.000000e+00","Road"
"497","Linaria_vulgaris","Valeriana_occidentalis"," 0.000000e+00","Road"
"498","Lupinus_bakeri","Valeriana_occidentalis"," 1.110223e-16","Road"
"499","Madia_glomerata","Valeriana_occidentalis"," 0.000000e+00","Road"
"500","Mertensia_ciliata","Valeriana_occidentalis",NA,"Road"
"501","Dasiphora_fruticosa","Valeriana_occidentalis","-2.220446e-16","Road"
"502","Potentilla_gracilis","Valeriana_occidentalis"," 1.110223e-16","Road"
"503","Ranunculus_inamoenus","Valeriana_occidentalis"," 7.142857e-01","Road"
"504","Taraxacum_officinale","Valeriana_occidentalis"," 4.166667e-01","Road"
"505","Valeriana_occidentalis","Valeriana_occidentalis"," 0.000000e+00","Road"
"506","Veratrum_tenuipetalum","Valeriana_occidentalis"," 0.000000e+00","Road"
"507","Achillea_millefolium","Veratrum_tenuipetalum"," 1.110223e-16","Road"
"508","Agoseris_aurantiaca","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"509","Androsace_septentrionalis","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"510","Artemisia_tridentata","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"511","Chrysothamnus_viscidiflorus","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"512","Cirsium_arvense","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"513","Collomia_linearis","Veratrum_tenuipetalum"," 6.985294e-02","Road"
"514","Delphinium_nelsonii","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"515","Erigeron_speciosus","Veratrum_tenuipetalum"," 3.430962e-01","Road"
"516","Eriogonum_umbellatum","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"517","Gayophytum_diffusum","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"518","Geranium_richardsonii","Veratrum_tenuipetalum"," 1.235294e-01","Road"
"519","Lathyrus_leucanthus","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"520","Linaria_vulgaris","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"521","Lupinus_bakeri","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"522","Madia_glomerata","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"523","Mertensia_ciliata","Veratrum_tenuipetalum",NA,"Road"
"524","Dasiphora_fruticosa","Veratrum_tenuipetalum"," 8.374384e-02","Road"
"525","Potentilla_gracilis","Veratrum_tenuipetalum"," 3.181818e-01","Road"
"526","Ranunculus_inamoenus","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"527","Taraxacum_officinale","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"528","Valeriana_occidentalis","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"529","Veratrum_tenuipetalum","Veratrum_tenuipetalum"," 0.000000e+00","Road"
"530","Agoseris_glauca","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"531","Aquilegia_caerulea","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"532","Boechera_stricta","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"533","Castilleja_sulphurea","Agoseris_glauca"," 9.615385e-02","Pfeiler"
"534","Claytonia_lanceolata","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"535","Collomia_linearis","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"536","Erigeron_speciosus","Agoseris_glauca"," 6.138211e-01","Pfeiler"
"537","Erythronium_grandiflorum","Agoseris_glauca",NA,"Pfeiler"
"538","Eucephalus_engelmannii","Agoseris_glauca"," 5.000000e-01","Pfeiler"
"539","Helianthella_quinquenervis","Agoseris_glauca"," 3.529412e-02","Pfeiler"
"540","Heliomeris_multiflora","Agoseris_glauca"," 5.882353e-01","Pfeiler"
"541","Hydrophyllum_capitatum","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"542","Lathyrus_leucanthus","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"543","Ligusticum_porteri","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"544","Mertensia_ciliata","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"545","Osmorhiza_occidentalis","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"546","Dasiphora_fruticosa","Agoseris_glauca",NA,"Pfeiler"
"547","Potentilla_gracilis","Agoseris_glauca"," 3.636364e-02","Pfeiler"
"548","Ranunculus_inamoenus","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"549","Senecio_crassulus","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"550","Senecio_serra","Agoseris_glauca"," 7.352941e-01","Pfeiler"
"551","Thalictrum_fendleri","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"552","Vicia_americana","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"553","Viola_nuttalli","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"554","Agoseris_glauca","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"555","Aquilegia_caerulea","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"556","Boechera_stricta","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"557","Castilleja_sulphurea","Aquilegia_caerulea"," 5.769231e-02","Pfeiler"
"558","Claytonia_lanceolata","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"559","Collomia_linearis","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"560","Erigeron_speciosus","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"561","Erythronium_grandiflorum","Aquilegia_caerulea",NA,"Pfeiler"
"562","Eucephalus_engelmannii","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"563","Helianthella_quinquenervis","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"564","Heliomeris_multiflora","Aquilegia_caerulea"," 1.110223e-16","Pfeiler"
"565","Hydrophyllum_capitatum","Aquilegia_caerulea"," 1.724138e-01","Pfeiler"
"566","Lathyrus_leucanthus","Aquilegia_caerulea"," 4.905660e-01","Pfeiler"
"567","Ligusticum_porteri","Aquilegia_caerulea"," 6.756757e-02","Pfeiler"
"568","Mertensia_ciliata","Aquilegia_caerulea"," 4.696970e-01","Pfeiler"
"569","Osmorhiza_occidentalis","Aquilegia_caerulea"," 9.722222e-02","Pfeiler"
"570","Dasiphora_fruticosa","Aquilegia_caerulea",NA,"Pfeiler"
"571","Potentilla_gracilis","Aquilegia_caerulea"," 4.545455e-02","Pfeiler"
"572","Ranunculus_inamoenus","Aquilegia_caerulea"," 5.555556e-01","Pfeiler"
"573","Senecio_crassulus","Aquilegia_caerulea"," 8.928571e-03","Pfeiler"
"574","Senecio_serra","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"575","Thalictrum_fendleri","Aquilegia_caerulea"," 3.055556e-01","Pfeiler"
"576","Vicia_americana","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"577","Viola_nuttalli","Aquilegia_caerulea"," 0.000000e+00","Pfeiler"
"578","Agoseris_glauca","Boechera_stricta"," 0.000000e+00","Pfeiler"
"579","Aquilegia_caerulea","Boechera_stricta"," 0.000000e+00","Pfeiler"
"580","Boechera_stricta","Boechera_stricta"," 0.000000e+00","Pfeiler"
"581","Castilleja_sulphurea","Boechera_stricta"," 0.000000e+00","Pfeiler"
"582","Claytonia_lanceolata","Boechera_stricta"," 0.000000e+00","Pfeiler"
"583","Collomia_linearis","Boechera_stricta"," 0.000000e+00","Pfeiler"
"584","Erigeron_speciosus","Boechera_stricta"," 0.000000e+00","Pfeiler"
"585","Erythronium_grandiflorum","Boechera_stricta",NA,"Pfeiler"
"586","Eucephalus_engelmannii","Boechera_stricta"," 0.000000e+00","Pfeiler"
"587","Helianthella_quinquenervis","Boechera_stricta"," 0.000000e+00","Pfeiler"
"588","Heliomeris_multiflora","Boechera_stricta"," 1.110223e-16","Pfeiler"
"589","Hydrophyllum_capitatum","Boechera_stricta"," 5.000000e-01","Pfeiler"
"590","Lathyrus_leucanthus","Boechera_stricta"," 4.150943e-01","Pfeiler"
"591","Ligusticum_porteri","Boechera_stricta"," 0.000000e+00","Pfeiler"
"592","Mertensia_ciliata","Boechera_stricta"," 2.424242e-01","Pfeiler"
"593","Osmorhiza_occidentalis","Boechera_stricta"," 8.194444e-01","Pfeiler"
"594","Dasiphora_fruticosa","Boechera_stricta",NA,"Pfeiler"
"595","Potentilla_gracilis","Boechera_stricta"," 0.000000e+00","Pfeiler"
"596","Ranunculus_inamoenus","Boechera_stricta"," 4.444444e-01","Pfeiler"
"597","Senecio_crassulus","Boechera_stricta"," 0.000000e+00","Pfeiler"
"598","Senecio_serra","Boechera_stricta"," 0.000000e+00","Pfeiler"
"599","Thalictrum_fendleri","Boechera_stricta"," 6.944444e-01","Pfeiler"
"600","Vicia_americana","Boechera_stricta"," 0.000000e+00","Pfeiler"
"601","Viola_nuttalli","Boechera_stricta"," 5.000000e-01","Pfeiler"
"602","Agoseris_glauca","Castilleja_sulphurea"," 9.615385e-02","Pfeiler"
"603","Aquilegia_caerulea","Castilleja_sulphurea"," 5.769231e-02","Pfeiler"
"604","Boechera_stricta","Castilleja_sulphurea"," 0.000000e+00","Pfeiler"
"605","Castilleja_sulphurea","Castilleja_sulphurea"," 0.000000e+00","Pfeiler"
"606","Claytonia_lanceolata","Castilleja_sulphurea"," 0.000000e+00","Pfeiler"
"607","Collomia_linearis","Castilleja_sulphurea"," 7.692308e-02","Pfeiler"
"608","Erigeron_speciosus","Castilleja_sulphurea"," 1.852720e-01","Pfeiler"
"609","Erythronium_grandiflorum","Castilleja_sulphurea",NA,"Pfeiler"
"610","Eucephalus_engelmannii","Castilleja_sulphurea"," 0.000000e+00","Pfeiler"
"611","Helianthella_quinquenervis","Castilleja_sulphurea"," 5.450226e-01","Pfeiler"
"612","Heliomeris_multiflora","Castilleja_sulphurea"," 1.196833e-01","Pfeiler"
"613","Hydrophyllum_capitatum","Castilleja_sulphurea"," 5.769231e-02","Pfeiler"
"614","Lathyrus_leucanthus","Castilleja_sulphurea"," 1.520319e-01","Pfeiler"
"615","Ligusticum_porteri","Castilleja_sulphurea"," 8.035343e-01","Pfeiler"
"616","Mertensia_ciliata","Castilleja_sulphurea"," 2.546620e-01","Pfeiler"
"617","Osmorhiza_occidentalis","Castilleja_sulphurea"," 1.271368e-01","Pfeiler"
"618","Dasiphora_fruticosa","Castilleja_sulphurea",NA,"Pfeiler"
"619","Potentilla_gracilis","Castilleja_sulphurea"," 8.632867e-01","Pfeiler"
"620","Ranunculus_inamoenus","Castilleja_sulphurea"," 5.769231e-02","Pfeiler"
"621","Senecio_crassulus","Castilleja_sulphurea"," 6.394231e-01","Pfeiler"
"622","Senecio_serra","Castilleja_sulphurea"," 1.730769e-01","Pfeiler"
"623","Thalictrum_fendleri","Castilleja_sulphurea"," 5.769231e-02","Pfeiler"
"624","Vicia_americana","Castilleja_sulphurea"," 4.423077e-01","Pfeiler"
"625","Viola_nuttalli","Castilleja_sulphurea"," 0.000000e+00","Pfeiler"
"626","Agoseris_glauca","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"627","Aquilegia_caerulea","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"628","Boechera_stricta","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"629","Castilleja_sulphurea","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"630","Claytonia_lanceolata","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"631","Collomia_linearis","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"632","Erigeron_speciosus","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"633","Erythronium_grandiflorum","Claytonia_lanceolata",NA,"Pfeiler"
"634","Eucephalus_engelmannii","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"635","Helianthella_quinquenervis","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"636","Heliomeris_multiflora","Claytonia_lanceolata"," 1.110223e-16","Pfeiler"
"637","Hydrophyllum_capitatum","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"638","Lathyrus_leucanthus","Claytonia_lanceolata"," 1.110223e-16","Pfeiler"
"639","Ligusticum_porteri","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"640","Mertensia_ciliata","Claytonia_lanceolata"," 9.090909e-02","Pfeiler"
"641","Osmorhiza_occidentalis","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"642","Dasiphora_fruticosa","Claytonia_lanceolata",NA,"Pfeiler"
"643","Potentilla_gracilis","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"644","Ranunculus_inamoenus","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"645","Senecio_crassulus","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"646","Senecio_serra","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"647","Thalictrum_fendleri","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"648","Vicia_americana","Claytonia_lanceolata"," 0.000000e+00","Pfeiler"
"649","Viola_nuttalli","Claytonia_lanceolata"," 1.288344e-01","Pfeiler"
"650","Agoseris_glauca","Collomia_linearis"," 0.000000e+00","Pfeiler"
"651","Aquilegia_caerulea","Collomia_linearis"," 0.000000e+00","Pfeiler"
"652","Boechera_stricta","Collomia_linearis"," 0.000000e+00","Pfeiler"
"653","Castilleja_sulphurea","Collomia_linearis"," 7.692308e-02","Pfeiler"
"654","Claytonia_lanceolata","Collomia_linearis"," 0.000000e+00","Pfeiler"
"655","Collomia_linearis","Collomia_linearis"," 0.000000e+00","Pfeiler"
"656","Erigeron_speciosus","Collomia_linearis"," 2.073171e-01","Pfeiler"
"657","Erythronium_grandiflorum","Collomia_linearis",NA,"Pfeiler"
"658","Eucephalus_engelmannii","Collomia_linearis"," 0.000000e+00","Pfeiler"
"659","Helianthella_quinquenervis","Collomia_linearis"," 4.705882e-01","Pfeiler"
"660","Heliomeris_multiflora","Collomia_linearis"," 2.352941e-02","Pfeiler"
"661","Hydrophyllum_capitatum","Collomia_linearis"," 0.000000e+00","Pfeiler"
"662","Lathyrus_leucanthus","Collomia_linearis"," 0.000000e+00","Pfeiler"
"663","Ligusticum_porteri","Collomia_linearis"," 0.000000e+00","Pfeiler"
"664","Mertensia_ciliata","Collomia_linearis"," 0.000000e+00","Pfeiler"
"665","Osmorhiza_occidentalis","Collomia_linearis"," 0.000000e+00","Pfeiler"
"666","Dasiphora_fruticosa","Collomia_linearis",NA,"Pfeiler"
"667","Potentilla_gracilis","Collomia_linearis"," 4.545455e-02","Pfeiler"
"668","Ranunculus_inamoenus","Collomia_linearis"," 0.000000e+00","Pfeiler"
"669","Senecio_crassulus","Collomia_linearis"," 0.000000e+00","Pfeiler"
"670","Senecio_serra","Collomia_linearis"," 2.352941e-01","Pfeiler"
"671","Thalictrum_fendleri","Collomia_linearis"," 0.000000e+00","Pfeiler"
"672","Vicia_americana","Collomia_linearis"," 0.000000e+00","Pfeiler"
"673","Viola_nuttalli","Collomia_linearis"," 0.000000e+00","Pfeiler"
"674","Agoseris_glauca","Erigeron_speciosus"," 6.138211e-01","Pfeiler"
"675","Aquilegia_caerulea","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
"676","Boechera_stricta","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
"677","Castilleja_sulphurea","Erigeron_speciosus"," 1.852720e-01","Pfeiler"
"678","Claytonia_lanceolata","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
"679","Collomia_linearis","Erigeron_speciosus"," 2.073171e-01","Pfeiler"
"680","Erigeron_speciosus","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
"681","Erythronium_grandiflorum","Erigeron_speciosus",NA,"Pfeiler"
"682","Eucephalus_engelmannii","Erigeron_speciosus"," 2.804878e-01","Pfeiler"
"683","Helianthella_quinquenervis","Erigeron_speciosus"," 2.548063e-01","Pfeiler"
"684","Heliomeris_multiflora","Erigeron_speciosus"," 4.569584e-01","Pfeiler"
"685","Hydrophyllum_capitatum","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
"686","Lathyrus_leucanthus","Erigeron_speciosus"," 0.000000e+00","Pfeiler"
