"","species1","species2","SI","site"
"37","Gayophytum_spp","Androsace_septentrionalis"," 3.437500e-01","Road"
"38","Geranium_richardsonii","Androsace_septentrionalis"," 4.687500e-01","Road"
"39","Geum_trifolium","Androsace_septentrionalis"," 0.000000e+00","Road"
"40","Hymenoxys_hoopesii","Androsace_septentrionalis"," 8.000000e-01","Road"
"41","Lathyrus_leucanthus","Androsace_septentrionalis"," 0.000000e+00","Road"
"42","Lupinus_bakeri","Androsace_septentrionalis"," 2.702703e-02","Road"
"43","Mertensia_brevistyla","Androsace_septentrionalis"," 0.000000e+00","Road"
"44","Noccaea_fendleri","Androsace_septentrionalis"," 0.000000e+00","Road"
"45","Potentilla_gracilis","Androsace_septentrionalis"," 4.545455e-01","Road"
"46","Primula_pauciflora","Androsace_septentrionalis"," 0.000000e+00","Road"
"47","Ranunculus_alismifolius","Androsace_septentrionalis"," 0.000000e+00","Road"
"48","Senecio_interrigrimus","Androsace_septentrionalis"," 0.000000e+00","Road"
"49","Taraxacum_officional","Androsace_septentrionalis"," 0.000000e+00","Road"
"50","Tragopogon_dubius","Androsace_septentrionalis"," 6.666667e-01","Road"
"51","Valeriana_occidentalis","Androsace_septentrionalis"," 0.000000e+00","Road"
"52","Viola_nuttalliii","Androsace_septentrionalis"," 0.000000e+00","Road"
"53","Achillea_millefolium","Artemisia_tridentata"," 3.333333e-01","Road"
"54","Androsace_septentrionalis","Artemisia_tridentata"," 0.000000e+00","Road"
"55","Artemisia_tridentata","Artemisia_tridentata"," 0.000000e+00","Road"
"56","Cirsium_arvense","Artemisia_tridentata"," 1.000000e+00","Road"
"57","Collomia_linearis","Artemisia_tridentata"," 0.000000e+00","Road"
"58","Dasiphora_fruticosa","Artemisia_tridentata"," 9.395973e-02","Road"
"59","Delphinium_nuttalliianum","Artemisia_tridentata"," 0.000000e+00","Road"
"60","Ericameria_nauseosa","Artemisia_tridentata"," 3.703704e-01","Road"
"61","Erigeron_speciosus","Artemisia_tridentata"," 5.660377e-02","Road"
"62","Gayophytum_diffusum","Artemisia_tridentata"," 0.000000e+00","Road"
"63","Gayophytum_spp","Artemisia_tridentata"," 0.000000e+00","Road"
"64","Geranium_richardsonii","Artemisia_tridentata"," 0.000000e+00","Road"
"65","Geum_trifolium","Artemisia_tridentata"," 0.000000e+00","Road"
"66","Hymenoxys_hoopesii","Artemisia_tridentata"," 0.000000e+00","Road"
"67","Lathyrus_leucanthus","Artemisia_tridentata"," 0.000000e+00","Road"
"68","Lupinus_bakeri","Artemisia_tridentata"," 0.000000e+00","Road"
"69","Mertensia_brevistyla","Artemisia_tridentata"," 0.000000e+00","Road"
"70","Noccaea_fendleri","Artemisia_tridentata"," 0.000000e+00","Road"
"71","Potentilla_gracilis","Artemisia_tridentata"," 0.000000e+00","Road"
"72","Primula_pauciflora","Artemisia_tridentata"," 0.000000e+00","Road"
"73","Ranunculus_alismifolius","Artemisia_tridentata"," 0.000000e+00","Road"
"74","Senecio_interrigrimus","Artemisia_tridentata"," 0.000000e+00","Road"
"75","Taraxacum_officional","Artemisia_tridentata"," 0.000000e+00","Road"
"76","Tragopogon_dubius","Artemisia_tridentata"," 0.000000e+00","Road"
"77","Valeriana_occidentalis","Artemisia_tridentata"," 0.000000e+00","Road"
"78","Viola_nuttalliii","Artemisia_tridentata"," 0.000000e+00","Road"
"79","Achillea_millefolium","Cirsium_arvense"," 3.333333e-01","Road"
"80","Androsace_septentrionalis","Cirsium_arvense"," 0.000000e+00","Road"
"81","Artemisia_tridentata","Cirsium_arvense"," 1.000000e+00","Road"
"82","Cirsium_arvense","Cirsium_arvense"," 0.000000e+00","Road"
"83","Collomia_linearis","Cirsium_arvense"," 0.000000e+00","Road"
"84","Dasiphora_fruticosa","Cirsium_arvense"," 9.395973e-02","Road"
"85","Delphinium_nuttalliianum","Cirsium_arvense"," 0.000000e+00","Road"
"86","Ericameria_nauseosa","Cirsium_arvense"," 3.703704e-01","Road"
"87","Erigeron_speciosus","Cirsium_arvense"," 5.660377e-02","Road"
"88","Gayophytum_diffusum","Cirsium_arvense"," 0.000000e+00","Road"
"89","Gayophytum_spp","Cirsium_arvense"," 0.000000e+00","Road"
"90","Geranium_richardsonii","Cirsium_arvense"," 0.000000e+00","Road"
"91","Geum_trifolium","Cirsium_arvense"," 0.000000e+00","Road"
"92","Hymenoxys_hoopesii","Cirsium_arvense"," 0.000000e+00","Road"
"93","Lathyrus_leucanthus","Cirsium_arvense"," 0.000000e+00","Road"
"94","Lupinus_bakeri","Cirsium_arvense"," 0.000000e+00","Road"
"95","Mertensia_brevistyla","Cirsium_arvense"," 0.000000e+00","Road"
"96","Noccaea_fendleri","Cirsium_arvense"," 0.000000e+00","Road"
"97","Potentilla_gracilis","Cirsium_arvense"," 0.000000e+00","Road"
"98","Primula_pauciflora","Cirsium_arvense"," 0.000000e+00","Road"
"99","Ranunculus_alismifolius","Cirsium_arvense"," 0.000000e+00","Road"
"100","Senecio_interrigrimus","Cirsium_arvense"," 0.000000e+00","Road"
"101","Taraxacum_officional","Cirsium_arvense"," 0.000000e+00","Road"
"102","Tragopogon_dubius","Cirsium_arvense"," 0.000000e+00","Road"
"103","Valeriana_occidentalis","Cirsium_arvense"," 0.000000e+00","Road"
"104","Viola_nuttalliii","Cirsium_arvense"," 0.000000e+00","Road"
"105","Achillea_millefolium","Collomia_linearis"," 1.110223e-16","Road"
"106","Androsace_septentrionalis","Collomia_linearis"," 8.452381e-01","Road"
"107","Artemisia_tridentata","Collomia_linearis"," 0.000000e+00","Road"
"108","Cirsium_arvense","Collomia_linearis"," 0.000000e+00","Road"
"109","Collomia_linearis","Collomia_linearis"," 0.000000e+00","Road"
"110","Dasiphora_fruticosa","Collomia_linearis"," 2.190796e-01","Road"
"111","Delphinium_nuttalliianum","Collomia_linearis"," 0.000000e+00","Road"
"112","Ericameria_nauseosa","Collomia_linearis"," 0.000000e+00","Road"
"113","Erigeron_speciosus","Collomia_linearis"," 1.886792e-02","Road"
"114","Gayophytum_diffusum","Collomia_linearis"," 1.785714e-01","Road"
"115","Gayophytum_spp","Collomia_linearis"," 4.080357e-01","Road"
"116","Geranium_richardsonii","Collomia_linearis"," 4.375000e-01","Road"
"117","Geum_trifolium","Collomia_linearis"," 0.000000e+00","Road"
"118","Hymenoxys_hoopesii","Collomia_linearis"," 7.857143e-01","Road"
"119","Lathyrus_leucanthus","Collomia_linearis"," 7.142857e-03","Road"
"120","Lupinus_bakeri","Collomia_linearis"," 3.416988e-02","Road"
"121","Mertensia_brevistyla","Collomia_linearis"," 0.000000e+00","Road"
"122","Noccaea_fendleri","Collomia_linearis"," 0.000000e+00","Road"
"123","Potentilla_gracilis","Collomia_linearis"," 5.259740e-01","Road"
"124","Primula_pauciflora","Collomia_linearis"," 0.000000e+00","Road"
"125","Ranunculus_alismifolius","Collomia_linearis"," 0.000000e+00","Road"
"126","Senecio_interrigrimus","Collomia_linearis"," 0.000000e+00","Road"
"127","Taraxacum_officional","Collomia_linearis"," 0.000000e+00","Road"
"128","Tragopogon_dubius","Collomia_linearis"," 7.500000e-01","Road"
"129","Valeriana_occidentalis","Collomia_linearis"," 0.000000e+00","Road"
"130","Viola_nuttalliii","Collomia_linearis"," 0.000000e+00","Road"
"131","Achillea_millefolium","Dasiphora_fruticosa"," 3.020134e-01","Road"
"132","Androsace_septentrionalis","Dasiphora_fruticosa"," 1.476510e-01","Road"
"133","Artemisia_tridentata","Dasiphora_fruticosa"," 9.395973e-02","Road"
"134","Cirsium_arvense","Dasiphora_fruticosa"," 9.395973e-02","Road"
"135","Collomia_linearis","Dasiphora_fruticosa"," 2.190796e-01","Road"
"136","Dasiphora_fruticosa","Dasiphora_fruticosa"," 0.000000e+00","Road"
"137","Delphinium_nuttalliianum","Dasiphora_fruticosa"," 3.846154e-02","Road"
"138","Ericameria_nauseosa","Dasiphora_fruticosa"," 4.635844e-01","Road"
"139","Erigeron_speciosus","Dasiphora_fruticosa"," 5.050019e-01","Road"
"140","Gayophytum_diffusum","Dasiphora_fruticosa"," 6.040268e-02","Road"
"141","Gayophytum_spp","Dasiphora_fruticosa"," 2.214765e-01","Road"
"142","Geranium_richardsonii","Dasiphora_fruticosa"," 4.765101e-01","Road"
"143","Geum_trifolium","Dasiphora_fruticosa"," 0.000000e+00","Road"
"144","Hymenoxys_hoopesii","Dasiphora_fruticosa"," 2.080537e-01","Road"
"145","Lathyrus_leucanthus","Dasiphora_fruticosa"," 6.040268e-02","Road"
"146","Lupinus_bakeri","Dasiphora_fruticosa"," 2.216579e-01","Road"
"147","Mertensia_brevistyla","Dasiphora_fruticosa"," 0.000000e+00","Road"
"148","Noccaea_fendleri","Dasiphora_fruticosa"," 0.000000e+00","Road"
"149","Potentilla_gracilis","Dasiphora_fruticosa"," 3.422819e-01","Road"
"150","Primula_pauciflora","Dasiphora_fruticosa"," 0.000000e+00","Road"
"151","Ranunculus_alismifolius","Dasiphora_fruticosa"," 0.000000e+00","Road"
"152","Senecio_interrigrimus","Dasiphora_fruticosa"," 1.342282e-01","Road"
"153","Taraxacum_officional","Dasiphora_fruticosa"," 0.000000e+00","Road"
"154","Tragopogon_dubius","Dasiphora_fruticosa"," 8.724832e-02","Road"
"155","Valeriana_occidentalis","Dasiphora_fruticosa"," 7.407407e-03","Road"
"156","Viola_nuttalliii","Dasiphora_fruticosa"," 0.000000e+00","Road"
"157","Achillea_millefolium","Delphinium_nuttalliianum"," 1.110223e-16","Road"
"158","Androsace_septentrionalis","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"159","Artemisia_tridentata","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"160","Cirsium_arvense","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"161","Collomia_linearis","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"162","Dasiphora_fruticosa","Delphinium_nuttalliianum"," 3.846154e-02","Road"
"163","Delphinium_nuttalliianum","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"164","Ericameria_nauseosa","Delphinium_nuttalliianum"," 2.220446e-16","Road"
"165","Erigeron_speciosus","Delphinium_nuttalliianum","-2.220446e-16","Road"
"166","Gayophytum_diffusum","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"167","Gayophytum_spp","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"168","Geranium_richardsonii","Delphinium_nuttalliianum"," 3.846154e-02","Road"
"169","Geum_trifolium","Delphinium_nuttalliianum"," 3.846154e-01","Road"
"170","Hymenoxys_hoopesii","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"171","Lathyrus_leucanthus","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"172","Lupinus_bakeri","Delphinium_nuttalliianum"," 4.230769e-01","Road"
"173","Mertensia_brevistyla","Delphinium_nuttalliianum"," 5.769231e-01","Road"
"174","Noccaea_fendleri","Delphinium_nuttalliianum"," 5.769231e-01","Road"
"175","Potentilla_gracilis","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"176","Primula_pauciflora","Delphinium_nuttalliianum"," 3.846154e-01","Road"
"177","Ranunculus_alismifolius","Delphinium_nuttalliianum"," 7.508361e-01","Road"
"178","Senecio_interrigrimus","Delphinium_nuttalliianum"," 4.230769e-01","Road"
"179","Taraxacum_officional","Delphinium_nuttalliianum"," 7.435897e-01","Road"
"180","Tragopogon_dubius","Delphinium_nuttalliianum"," 0.000000e+00","Road"
"181","Valeriana_occidentalis","Delphinium_nuttalliianum"," 6.139601e-01","Road"
"182","Viola_nuttalliii","Delphinium_nuttalliianum"," 5.769231e-01","Road"
"183","Achillea_millefolium","Ericameria_nauseosa"," 4.814815e-01","Road"
"184","Androsace_septentrionalis","Ericameria_nauseosa"," 0.000000e+00","Road"
"185","Artemisia_tridentata","Ericameria_nauseosa"," 3.703704e-01","Road"
"186","Cirsium_arvense","Ericameria_nauseosa"," 3.703704e-01","Road"
"187","Collomia_linearis","Ericameria_nauseosa"," 0.000000e+00","Road"
"188","Dasiphora_fruticosa","Ericameria_nauseosa"," 4.635844e-01","Road"
"189","Delphinium_nuttalliianum","Ericameria_nauseosa"," 2.220446e-16","Road"
"190","Ericameria_nauseosa","Ericameria_nauseosa"," 0.000000e+00","Road"
"191","Erigeron_speciosus","Ericameria_nauseosa"," 6.009783e-01","Road"
"192","Gayophytum_diffusum","Ericameria_nauseosa"," 0.000000e+00","Road"
"193","Gayophytum_spp","Ericameria_nauseosa"," 0.000000e+00","Road"
"194","Geranium_richardsonii","Ericameria_nauseosa"," 0.000000e+00","Road"
"195","Geum_trifolium","Ericameria_nauseosa"," 0.000000e+00","Road"
"196","Hymenoxys_hoopesii","Ericameria_nauseosa"," 0.000000e+00","Road"
"197","Lathyrus_leucanthus","Ericameria_nauseosa"," 0.000000e+00","Road"
"198","Lupinus_bakeri","Ericameria_nauseosa"," 0.000000e+00","Road"
"199","Mertensia_brevistyla","Ericameria_nauseosa"," 0.000000e+00","Road"
"200","Noccaea_fendleri","Ericameria_nauseosa"," 0.000000e+00","Road"
"201","Potentilla_gracilis","Ericameria_nauseosa"," 0.000000e+00","Road"
"202","Primula_pauciflora","Ericameria_nauseosa"," 0.000000e+00","Road"
"203","Ranunculus_alismifolius","Ericameria_nauseosa"," 0.000000e+00","Road"
"204","Senecio_interrigrimus","Ericameria_nauseosa"," 0.000000e+00","Road"
"205","Taraxacum_officional","Ericameria_nauseosa"," 0.000000e+00","Road"
"206","Tragopogon_dubius","Ericameria_nauseosa"," 0.000000e+00","Road"
"207","Valeriana_occidentalis","Ericameria_nauseosa"," 0.000000e+00","Road"
"208","Viola_nuttalliii","Ericameria_nauseosa"," 0.000000e+00","Road"
"209","Achillea_millefolium","Erigeron_speciosus"," 5.849057e-01","Road"
"210","Androsace_septentrionalis","Erigeron_speciosus","-2.220446e-16","Road"
"211","Artemisia_tridentata","Erigeron_speciosus"," 5.660377e-02","Road"
"212","Cirsium_arvense","Erigeron_speciosus"," 5.660377e-02","Road"
"213","Collomia_linearis","Erigeron_speciosus"," 1.886792e-02","Road"
"214","Dasiphora_fruticosa","Erigeron_speciosus"," 5.050019e-01","Road"
"215","Delphinium_nuttalliianum","Erigeron_speciosus","-2.220446e-16","Road"
"216","Ericameria_nauseosa","Erigeron_speciosus"," 6.009783e-01","Road"
"217","Erigeron_speciosus","Erigeron_speciosus"," 0.000000e+00","Road"
"218","Gayophytum_diffusum","Erigeron_speciosus","-2.220446e-16","Road"
"219","Gayophytum_spp","Erigeron_speciosus"," 1.886792e-02","Road"
"220","Geranium_richardsonii","Erigeron_speciosus"," 1.886792e-02","Road"
"221","Geum_trifolium","Erigeron_speciosus","-2.220446e-16","Road"
"222","Hymenoxys_hoopesii","Erigeron_speciosus","-2.220446e-16","Road"
"223","Lathyrus_leucanthus","Erigeron_speciosus","-2.220446e-16","Road"
"224","Lupinus_bakeri","Erigeron_speciosus","-2.220446e-16","Road"
"225","Mertensia_brevistyla","Erigeron_speciosus","-2.220446e-16","Road"
"226","Noccaea_fendleri","Erigeron_speciosus","-2.220446e-16","Road"
"227","Potentilla_gracilis","Erigeron_speciosus"," 1.886792e-02","Road"
"228","Primula_pauciflora","Erigeron_speciosus","-2.220446e-16","Road"
"229","Ranunculus_alismifolius","Erigeron_speciosus","-2.220446e-16","Road"
"230","Senecio_interrigrimus","Erigeron_speciosus","-2.220446e-16","Road"
"231","Taraxacum_officional","Erigeron_speciosus","-2.220446e-16","Road"
"232","Tragopogon_dubius","Erigeron_speciosus","-2.220446e-16","Road"
"233","Valeriana_occidentalis","Erigeron_speciosus","-2.220446e-16","Road"
"234","Viola_nuttalliii","Erigeron_speciosus","-2.220446e-16","Road"
"235","Achillea_millefolium","Gayophytum_diffusum"," 1.110223e-16","Road"
"236","Androsace_septentrionalis","Gayophytum_diffusum"," 3.333333e-01","Road"
"237","Artemisia_tridentata","Gayophytum_diffusum"," 0.000000e+00","Road"
"238","Cirsium_arvense","Gayophytum_diffusum"," 0.000000e+00","Road"
"239","Collomia_linearis","Gayophytum_diffusum"," 1.785714e-01","Road"
"240","Dasiphora_fruticosa","Gayophytum_diffusum"," 6.040268e-02","Road"
"241","Delphinium_nuttalliianum","Gayophytum_diffusum"," 0.000000e+00","Road"
"242","Ericameria_nauseosa","Gayophytum_diffusum"," 0.000000e+00","Road"
"243","Erigeron_speciosus","Gayophytum_diffusum","-2.220446e-16","Road"
"244","Gayophytum_diffusum","Gayophytum_diffusum"," 0.000000e+00","Road"
"245","Gayophytum_spp","Gayophytum_diffusum"," 0.000000e+00","Road"
"246","Geranium_richardsonii","Gayophytum_diffusum"," 2.812500e-01","Road"
"247","Geum_trifolium","Gayophytum_diffusum"," 0.000000e+00","Road"
"248","Hymenoxys_hoopesii","Gayophytum_diffusum"," 2.000000e-01","Road"
"249","Lathyrus_leucanthus","Gayophytum_diffusum"," 0.000000e+00","Road"
"250","Lupinus_bakeri","Gayophytum_diffusum"," 2.702703e-02","Road"
"251","Mertensia_brevistyla","Gayophytum_diffusum"," 0.000000e+00","Road"
"252","Noccaea_fendleri","Gayophytum_diffusum"," 0.000000e+00","Road"
"253","Potentilla_gracilis","Gayophytum_diffusum"," 9.090909e-02","Road"
"254","Primula_pauciflora","Gayophytum_diffusum"," 0.000000e+00","Road"
"255","Ranunculus_alismifolius","Gayophytum_diffusum"," 0.000000e+00","Road"
"256","Senecio_interrigrimus","Gayophytum_diffusum"," 0.000000e+00","Road"
"257","Taraxacum_officional","Gayophytum_diffusum"," 0.000000e+00","Road"
"258","Tragopogon_dubius","Gayophytum_diffusum"," 0.000000e+00","Road"
"259","Valeriana_occidentalis","Gayophytum_diffusum"," 0.000000e+00","Road"
"260","Viola_nuttalliii","Gayophytum_diffusum"," 0.000000e+00","Road"
"261","Achillea_millefolium","Gayophytum_spp"," 1.110223e-16","Road"
"262","Androsace_septentrionalis","Gayophytum_spp"," 3.437500e-01","Road"
"263","Artemisia_tridentata","Gayophytum_spp"," 0.000000e+00","Road"
"264","Cirsium_arvense","Gayophytum_spp"," 0.000000e+00","Road"
"265","Collomia_linearis","Gayophytum_spp"," 4.080357e-01","Road"
"266","Dasiphora_fruticosa","Gayophytum_spp"," 2.214765e-01","Road"
"267","Delphinium_nuttalliianum","Gayophytum_spp"," 0.000000e+00","Road"
"268","Ericameria_nauseosa","Gayophytum_spp"," 0.000000e+00","Road"
"269","Erigeron_speciosus","Gayophytum_spp"," 1.886792e-02","Road"
"270","Gayophytum_diffusum","Gayophytum_spp"," 0.000000e+00","Road"
"271","Gayophytum_spp","Gayophytum_spp"," 0.000000e+00","Road"
"272","Geranium_richardsonii","Gayophytum_spp"," 3.750000e-01","Road"
"273","Geum_trifolium","Gayophytum_spp"," 0.000000e+00","Road"
"274","Hymenoxys_hoopesii","Gayophytum_spp"," 3.437500e-01","Road"
"275","Lathyrus_leucanthus","Gayophytum_spp"," 0.000000e+00","Road"
"276","Lupinus_bakeri","Gayophytum_spp"," 0.000000e+00","Road"
"277","Mertensia_brevistyla","Gayophytum_spp"," 0.000000e+00","Road"
"278","Noccaea_fendleri","Gayophytum_spp"," 0.000000e+00","Road"
"279","Potentilla_gracilis","Gayophytum_spp"," 7.982955e-01","Road"
"280","Primula_pauciflora","Gayophytum_spp"," 0.000000e+00","Road"
"281","Ranunculus_alismifolius","Gayophytum_spp"," 0.000000e+00","Road"
"282","Senecio_interrigrimus","Gayophytum_spp"," 0.000000e+00","Road"
"283","Taraxacum_officional","Gayophytum_spp"," 0.000000e+00","Road"
"284","Tragopogon_dubius","Gayophytum_spp"," 3.437500e-01","Road"
"285","Valeriana_occidentalis","Gayophytum_spp"," 0.000000e+00","Road"
"286","Viola_nuttalliii","Gayophytum_spp"," 0.000000e+00","Road"
"287","Achillea_millefolium","Geranium_richardsonii"," 1.110223e-16","Road"
"288","Androsace_septentrionalis","Geranium_richardsonii"," 4.687500e-01","Road"
"289","Artemisia_tridentata","Geranium_richardsonii"," 0.000000e+00","Road"
"290","Cirsium_arvense","Geranium_richardsonii"," 0.000000e+00","Road"
"291","Collomia_linearis","Geranium_richardsonii"," 4.375000e-01","Road"
"292","Dasiphora_fruticosa","Geranium_richardsonii"," 4.765101e-01","Road"
"293","Delphinium_nuttalliianum","Geranium_richardsonii"," 3.846154e-02","Road"
"294","Ericameria_nauseosa","Geranium_richardsonii"," 0.000000e+00","Road"
"295","Erigeron_speciosus","Geranium_richardsonii"," 1.886792e-02","Road"
"296","Gayophytum_diffusum","Geranium_richardsonii"," 2.812500e-01","Road"
"297","Gayophytum_spp","Geranium_richardsonii"," 3.750000e-01","Road"
"298","Geranium_richardsonii","Geranium_richardsonii"," 0.000000e+00","Road"
"299","Geum_trifolium","Geranium_richardsonii"," 0.000000e+00","Road"
"300","Hymenoxys_hoopesii","Geranium_richardsonii"," 5.750000e-01","Road"
"301","Lathyrus_leucanthus","Geranium_richardsonii"," 1.875000e-01","Road"
"302","Lupinus_bakeri","Geranium_richardsonii"," 2.778716e-01","Road"
"303","Mertensia_brevistyla","Geranium_richardsonii"," 0.000000e+00","Road"
"304","Noccaea_fendleri","Geranium_richardsonii"," 0.000000e+00","Road"
"305","Potentilla_gracilis","Geranium_richardsonii"," 5.568182e-01","Road"
"306","Primula_pauciflora","Geranium_richardsonii"," 0.000000e+00","Road"
"307","Ranunculus_alismifolius","Geranium_richardsonii"," 0.000000e+00","Road"
"308","Senecio_interrigrimus","Geranium_richardsonii"," 1.562500e-01","Road"
"309","Taraxacum_officional","Geranium_richardsonii"," 0.000000e+00","Road"
"310","Tragopogon_dubius","Geranium_richardsonii"," 1.875000e-01","Road"
"311","Valeriana_occidentalis","Geranium_richardsonii"," 7.407407e-03","Road"
"312","Viola_nuttalliii","Geranium_richardsonii"," 0.000000e+00","Road"
"313","Achillea_millefolium","Geum_trifolium"," 1.110223e-16","Road"
"314","Androsace_septentrionalis","Geum_trifolium"," 0.000000e+00","Road"
"315","Artemisia_tridentata","Geum_trifolium"," 0.000000e+00","Road"
"316","Cirsium_arvense","Geum_trifolium"," 0.000000e+00","Road"
"317","Collomia_linearis","Geum_trifolium"," 0.000000e+00","Road"
"318","Dasiphora_fruticosa","Geum_trifolium"," 0.000000e+00","Road"
"319","Delphinium_nuttalliianum","Geum_trifolium"," 3.846154e-01","Road"
"320","Ericameria_nauseosa","Geum_trifolium"," 0.000000e+00","Road"
"321","Erigeron_speciosus","Geum_trifolium","-2.220446e-16","Road"
"322","Gayophytum_diffusum","Geum_trifolium"," 0.000000e+00","Road"
"323","Gayophytum_spp","Geum_trifolium"," 0.000000e+00","Road"
"324","Geranium_richardsonii","Geum_trifolium"," 0.000000e+00","Road"
"325","Geum_trifolium","Geum_trifolium"," 0.000000e+00","Road"
"326","Hymenoxys_hoopesii","Geum_trifolium"," 0.000000e+00","Road"
"327","Lathyrus_leucanthus","Geum_trifolium"," 0.000000e+00","Road"
"328","Lupinus_bakeri","Geum_trifolium"," 5.540541e-01","Road"
"329","Mertensia_brevistyla","Geum_trifolium"," 0.000000e+00","Road"
"330","Noccaea_fendleri","Geum_trifolium"," 0.000000e+00","Road"
"331","Potentilla_gracilis","Geum_trifolium"," 0.000000e+00","Road"
"332","Primula_pauciflora","Geum_trifolium"," 1.000000e+00","Road"
"333","Ranunculus_alismifolius","Geum_trifolium"," 1.739130e-01","Road"
"334","Senecio_interrigrimus","Geum_trifolium"," 5.000000e-01","Road"
"335","Taraxacum_officional","Geum_trifolium"," 1.666667e-01","Road"
"336","Tragopogon_dubius","Geum_trifolium"," 0.000000e+00","Road"
"337","Valeriana_occidentalis","Geum_trifolium"," 2.962963e-02","Road"
"338","Viola_nuttalliii","Geum_trifolium"," 0.000000e+00","Road"
"339","Achillea_millefolium","Hymenoxys_hoopesii"," 1.110223e-16","Road"
"340","Androsace_septentrionalis","Hymenoxys_hoopesii"," 8.000000e-01","Road"
"341","Artemisia_tridentata","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"342","Cirsium_arvense","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"343","Collomia_linearis","Hymenoxys_hoopesii"," 7.857143e-01","Road"
"344","Dasiphora_fruticosa","Hymenoxys_hoopesii"," 2.080537e-01","Road"
"345","Delphinium_nuttalliianum","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"346","Ericameria_nauseosa","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"347","Erigeron_speciosus","Hymenoxys_hoopesii","-2.220446e-16","Road"
"348","Gayophytum_diffusum","Hymenoxys_hoopesii"," 2.000000e-01","Road"
"349","Gayophytum_spp","Hymenoxys_hoopesii"," 3.437500e-01","Road"
"350","Geranium_richardsonii","Hymenoxys_hoopesii"," 5.750000e-01","Road"
"351","Geum_trifolium","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"352","Hymenoxys_hoopesii","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"353","Lathyrus_leucanthus","Hymenoxys_hoopesii"," 2.000000e-01","Road"
