"","species1","species2","SI","site"
"354","Lupinus_bakeri","Hymenoxys_hoopesii"," 1.216216e-01","Road"
"355","Mertensia_brevistyla","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"356","Noccaea_fendleri","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"357","Potentilla_gracilis","Hymenoxys_hoopesii"," 5.454545e-01","Road"
"358","Primula_pauciflora","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"359","Ranunculus_alismifolius","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"360","Senecio_interrigrimus","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"361","Taraxacum_officional","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"362","Tragopogon_dubius","Hymenoxys_hoopesii"," 6.000000e-01","Road"
"363","Valeriana_occidentalis","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"364","Viola_nuttalliii","Hymenoxys_hoopesii"," 0.000000e+00","Road"
"365","Achillea_millefolium","Lathyrus_leucanthus"," 1.110223e-16","Road"
"366","Androsace_septentrionalis","Lathyrus_leucanthus"," 0.000000e+00","Road"
"367","Artemisia_tridentata","Lathyrus_leucanthus"," 0.000000e+00","Road"
"368","Cirsium_arvense","Lathyrus_leucanthus"," 0.000000e+00","Road"
"369","Collomia_linearis","Lathyrus_leucanthus"," 7.142857e-03","Road"
"370","Dasiphora_fruticosa","Lathyrus_leucanthus"," 6.040268e-02","Road"
"371","Delphinium_nuttalliianum","Lathyrus_leucanthus"," 0.000000e+00","Road"
"372","Ericameria_nauseosa","Lathyrus_leucanthus"," 0.000000e+00","Road"
"373","Erigeron_speciosus","Lathyrus_leucanthus","-2.220446e-16","Road"
"374","Gayophytum_diffusum","Lathyrus_leucanthus"," 0.000000e+00","Road"
"375","Gayophytum_spp","Lathyrus_leucanthus"," 0.000000e+00","Road"
"376","Geranium_richardsonii","Lathyrus_leucanthus"," 1.875000e-01","Road"
"377","Geum_trifolium","Lathyrus_leucanthus"," 0.000000e+00","Road"
"378","Hymenoxys_hoopesii","Lathyrus_leucanthus"," 2.000000e-01","Road"
"379","Lathyrus_leucanthus","Lathyrus_leucanthus"," 0.000000e+00","Road"
"380","Lupinus_bakeri","Lathyrus_leucanthus"," 9.459459e-02","Road"
"381","Mertensia_brevistyla","Lathyrus_leucanthus"," 0.000000e+00","Road"
"382","Noccaea_fendleri","Lathyrus_leucanthus"," 0.000000e+00","Road"
"383","Potentilla_gracilis","Lathyrus_leucanthus"," 9.090909e-02","Road"
"384","Primula_pauciflora","Lathyrus_leucanthus"," 0.000000e+00","Road"
"385","Ranunculus_alismifolius","Lathyrus_leucanthus"," 0.000000e+00","Road"
"386","Senecio_interrigrimus","Lathyrus_leucanthus"," 0.000000e+00","Road"
"387","Taraxacum_officional","Lathyrus_leucanthus"," 0.000000e+00","Road"
"388","Tragopogon_dubius","Lathyrus_leucanthus"," 0.000000e+00","Road"
"389","Valeriana_occidentalis","Lathyrus_leucanthus"," 0.000000e+00","Road"
"390","Viola_nuttalliii","Lathyrus_leucanthus"," 0.000000e+00","Road"
"391","Achillea_millefolium","Lupinus_bakeri"," 1.110223e-16","Road"
"392","Androsace_septentrionalis","Lupinus_bakeri"," 2.702703e-02","Road"
"393","Artemisia_tridentata","Lupinus_bakeri"," 0.000000e+00","Road"
"394","Cirsium_arvense","Lupinus_bakeri"," 0.000000e+00","Road"
"395","Collomia_linearis","Lupinus_bakeri"," 3.416988e-02","Road"
"396","Dasiphora_fruticosa","Lupinus_bakeri"," 2.216579e-01","Road"
"397","Delphinium_nuttalliianum","Lupinus_bakeri"," 4.230769e-01","Road"
"398","Ericameria_nauseosa","Lupinus_bakeri"," 0.000000e+00","Road"
"399","Erigeron_speciosus","Lupinus_bakeri","-2.220446e-16","Road"
"400","Gayophytum_diffusum","Lupinus_bakeri"," 2.702703e-02","Road"
"401","Gayophytum_spp","Lupinus_bakeri"," 0.000000e+00","Road"
"402","Geranium_richardsonii","Lupinus_bakeri"," 2.778716e-01","Road"
"403","Geum_trifolium","Lupinus_bakeri"," 5.540541e-01","Road"
"404","Hymenoxys_hoopesii","Lupinus_bakeri"," 1.216216e-01","Road"
"405","Lathyrus_leucanthus","Lupinus_bakeri"," 9.459459e-02","Road"
"406","Lupinus_bakeri","Lupinus_bakeri"," 0.000000e+00","Road"
"407","Mertensia_brevistyla","Lupinus_bakeri"," 1.110223e-16","Road"
"408","Noccaea_fendleri","Lupinus_bakeri"," 1.110223e-16","Road"
"409","Potentilla_gracilis","Lupinus_bakeri"," 1.179361e-01","Road"
"410","Primula_pauciflora","Lupinus_bakeri"," 5.540541e-01","Road"
"411","Ranunculus_alismifolius","Lupinus_bakeri"," 1.739130e-01","Road"
"412","Senecio_interrigrimus","Lupinus_bakeri"," 8.243243e-01","Road"
"413","Taraxacum_officional","Lupinus_bakeri"," 1.666667e-01","Road"
"414","Tragopogon_dubius","Lupinus_bakeri"," 0.000000e+00","Road"
"415","Valeriana_occidentalis","Lupinus_bakeri"," 3.703704e-02","Road"
"416","Viola_nuttalliii","Lupinus_bakeri"," 1.110223e-16","Road"
"417","Achillea_millefolium","Mertensia_brevistyla"," 1.110223e-16","Road"
"418","Androsace_septentrionalis","Mertensia_brevistyla"," 0.000000e+00","Road"
"419","Artemisia_tridentata","Mertensia_brevistyla"," 0.000000e+00","Road"
"420","Cirsium_arvense","Mertensia_brevistyla"," 0.000000e+00","Road"
"421","Collomia_linearis","Mertensia_brevistyla"," 0.000000e+00","Road"
"422","Dasiphora_fruticosa","Mertensia_brevistyla"," 0.000000e+00","Road"
"423","Delphinium_nuttalliianum","Mertensia_brevistyla"," 5.769231e-01","Road"
"424","Ericameria_nauseosa","Mertensia_brevistyla"," 0.000000e+00","Road"
"425","Erigeron_speciosus","Mertensia_brevistyla","-2.220446e-16","Road"
"426","Gayophytum_diffusum","Mertensia_brevistyla"," 0.000000e+00","Road"
"427","Gayophytum_spp","Mertensia_brevistyla"," 0.000000e+00","Road"
"428","Geranium_richardsonii","Mertensia_brevistyla"," 0.000000e+00","Road"
"429","Geum_trifolium","Mertensia_brevistyla"," 0.000000e+00","Road"
"430","Hymenoxys_hoopesii","Mertensia_brevistyla"," 0.000000e+00","Road"
"431","Lathyrus_leucanthus","Mertensia_brevistyla"," 0.000000e+00","Road"
"432","Lupinus_bakeri","Mertensia_brevistyla"," 1.110223e-16","Road"
"433","Mertensia_brevistyla","Mertensia_brevistyla"," 0.000000e+00","Road"
"434","Noccaea_fendleri","Mertensia_brevistyla"," 1.000000e+00","Road"
"435","Potentilla_gracilis","Mertensia_brevistyla"," 0.000000e+00","Road"
"436","Primula_pauciflora","Mertensia_brevistyla"," 0.000000e+00","Road"
"437","Ranunculus_alismifolius","Mertensia_brevistyla"," 8.260870e-01","Road"
"438","Senecio_interrigrimus","Mertensia_brevistyla"," 0.000000e+00","Road"
"439","Taraxacum_officional","Mertensia_brevistyla"," 8.333333e-01","Road"
"440","Tragopogon_dubius","Mertensia_brevistyla"," 0.000000e+00","Road"
"441","Valeriana_occidentalis","Mertensia_brevistyla"," 9.629630e-01","Road"
"442","Viola_nuttalliii","Mertensia_brevistyla"," 1.000000e+00","Road"
"443","Achillea_millefolium","Noccaea_fendleri"," 1.110223e-16","Road"
"444","Androsace_septentrionalis","Noccaea_fendleri"," 0.000000e+00","Road"
"445","Artemisia_tridentata","Noccaea_fendleri"," 0.000000e+00","Road"
"446","Cirsium_arvense","Noccaea_fendleri"," 0.000000e+00","Road"
"447","Collomia_linearis","Noccaea_fendleri"," 0.000000e+00","Road"
"448","Dasiphora_fruticosa","Noccaea_fendleri"," 0.000000e+00","Road"
"449","Delphinium_nuttalliianum","Noccaea_fendleri"," 5.769231e-01","Road"
"450","Ericameria_nauseosa","Noccaea_fendleri"," 0.000000e+00","Road"
"451","Erigeron_speciosus","Noccaea_fendleri","-2.220446e-16","Road"
"452","Gayophytum_diffusum","Noccaea_fendleri"," 0.000000e+00","Road"
"453","Gayophytum_spp","Noccaea_fendleri"," 0.000000e+00","Road"
"454","Geranium_richardsonii","Noccaea_fendleri"," 0.000000e+00","Road"
"455","Geum_trifolium","Noccaea_fendleri"," 0.000000e+00","Road"
"456","Hymenoxys_hoopesii","Noccaea_fendleri"," 0.000000e+00","Road"
"457","Lathyrus_leucanthus","Noccaea_fendleri"," 0.000000e+00","Road"
"458","Lupinus_bakeri","Noccaea_fendleri"," 1.110223e-16","Road"
"459","Mertensia_brevistyla","Noccaea_fendleri"," 1.000000e+00","Road"
"460","Noccaea_fendleri","Noccaea_fendleri"," 0.000000e+00","Road"
"461","Potentilla_gracilis","Noccaea_fendleri"," 0.000000e+00","Road"
"462","Primula_pauciflora","Noccaea_fendleri"," 0.000000e+00","Road"
"463","Ranunculus_alismifolius","Noccaea_fendleri"," 8.260870e-01","Road"
"464","Senecio_interrigrimus","Noccaea_fendleri"," 0.000000e+00","Road"
"465","Taraxacum_officional","Noccaea_fendleri"," 8.333333e-01","Road"
"466","Tragopogon_dubius","Noccaea_fendleri"," 0.000000e+00","Road"
"467","Valeriana_occidentalis","Noccaea_fendleri"," 9.629630e-01","Road"
"468","Viola_nuttalliii","Noccaea_fendleri"," 1.000000e+00","Road"
"469","Achillea_millefolium","Potentilla_gracilis"," 1.110223e-16","Road"
"470","Androsace_septentrionalis","Potentilla_gracilis"," 4.545455e-01","Road"
"471","Artemisia_tridentata","Potentilla_gracilis"," 0.000000e+00","Road"
"472","Cirsium_arvense","Potentilla_gracilis"," 0.000000e+00","Road"
"473","Collomia_linearis","Potentilla_gracilis"," 5.259740e-01","Road"
"474","Dasiphora_fruticosa","Potentilla_gracilis"," 3.422819e-01","Road"
"475","Delphinium_nuttalliianum","Potentilla_gracilis"," 0.000000e+00","Road"
"476","Ericameria_nauseosa","Potentilla_gracilis"," 0.000000e+00","Road"
"477","Erigeron_speciosus","Potentilla_gracilis"," 1.886792e-02","Road"
"478","Gayophytum_diffusum","Potentilla_gracilis"," 9.090909e-02","Road"
"479","Gayophytum_spp","Potentilla_gracilis"," 7.982955e-01","Road"
"480","Geranium_richardsonii","Potentilla_gracilis"," 5.568182e-01","Road"
"481","Geum_trifolium","Potentilla_gracilis"," 0.000000e+00","Road"
"482","Hymenoxys_hoopesii","Potentilla_gracilis"," 5.454545e-01","Road"
"483","Lathyrus_leucanthus","Potentilla_gracilis"," 9.090909e-02","Road"
"484","Lupinus_bakeri","Potentilla_gracilis"," 1.179361e-01","Road"
"485","Mertensia_brevistyla","Potentilla_gracilis"," 0.000000e+00","Road"
"486","Noccaea_fendleri","Potentilla_gracilis"," 0.000000e+00","Road"
"487","Potentilla_gracilis","Potentilla_gracilis"," 0.000000e+00","Road"
"488","Primula_pauciflora","Potentilla_gracilis"," 0.000000e+00","Road"
"489","Ranunculus_alismifolius","Potentilla_gracilis"," 0.000000e+00","Road"
"490","Senecio_interrigrimus","Potentilla_gracilis"," 0.000000e+00","Road"
"491","Taraxacum_officional","Potentilla_gracilis"," 0.000000e+00","Road"
"492","Tragopogon_dubius","Potentilla_gracilis"," 3.636364e-01","Road"
"493","Valeriana_occidentalis","Potentilla_gracilis"," 0.000000e+00","Road"
"494","Viola_nuttalliii","Potentilla_gracilis"," 0.000000e+00","Road"
"495","Achillea_millefolium","Primula_pauciflora"," 1.110223e-16","Road"
"496","Androsace_septentrionalis","Primula_pauciflora"," 0.000000e+00","Road"
"497","Artemisia_tridentata","Primula_pauciflora"," 0.000000e+00","Road"
"498","Cirsium_arvense","Primula_pauciflora"," 0.000000e+00","Road"
"499","Collomia_linearis","Primula_pauciflora"," 0.000000e+00","Road"
"500","Dasiphora_fruticosa","Primula_pauciflora"," 0.000000e+00","Road"
"501","Delphinium_nuttalliianum","Primula_pauciflora"," 3.846154e-01","Road"
"502","Ericameria_nauseosa","Primula_pauciflora"," 0.000000e+00","Road"
"503","Erigeron_speciosus","Primula_pauciflora","-2.220446e-16","Road"
"504","Gayophytum_diffusum","Primula_pauciflora"," 0.000000e+00","Road"
"505","Gayophytum_spp","Primula_pauciflora"," 0.000000e+00","Road"
"506","Geranium_richardsonii","Primula_pauciflora"," 0.000000e+00","Road"
"507","Geum_trifolium","Primula_pauciflora"," 1.000000e+00","Road"
"508","Hymenoxys_hoopesii","Primula_pauciflora"," 0.000000e+00","Road"
"509","Lathyrus_leucanthus","Primula_pauciflora"," 0.000000e+00","Road"
"510","Lupinus_bakeri","Primula_pauciflora"," 5.540541e-01","Road"
"511","Mertensia_brevistyla","Primula_pauciflora"," 0.000000e+00","Road"
"512","Noccaea_fendleri","Primula_pauciflora"," 0.000000e+00","Road"
"513","Potentilla_gracilis","Primula_pauciflora"," 0.000000e+00","Road"
"514","Primula_pauciflora","Primula_pauciflora"," 0.000000e+00","Road"
"515","Ranunculus_alismifolius","Primula_pauciflora"," 1.739130e-01","Road"
"516","Senecio_interrigrimus","Primula_pauciflora"," 5.000000e-01","Road"
"517","Taraxacum_officional","Primula_pauciflora"," 1.666667e-01","Road"
"518","Tragopogon_dubius","Primula_pauciflora"," 0.000000e+00","Road"
"519","Valeriana_occidentalis","Primula_pauciflora"," 2.962963e-02","Road"
"520","Viola_nuttalliii","Primula_pauciflora"," 0.000000e+00","Road"
"521","Achillea_millefolium","Ranunculus_alismifolius"," 1.110223e-16","Road"
"522","Androsace_septentrionalis","Ranunculus_alismifolius"," 0.000000e+00","Road"
"523","Artemisia_tridentata","Ranunculus_alismifolius"," 0.000000e+00","Road"
"524","Cirsium_arvense","Ranunculus_alismifolius"," 0.000000e+00","Road"
"525","Collomia_linearis","Ranunculus_alismifolius"," 0.000000e+00","Road"
"526","Dasiphora_fruticosa","Ranunculus_alismifolius"," 0.000000e+00","Road"
"527","Delphinium_nuttalliianum","Ranunculus_alismifolius"," 7.508361e-01","Road"
"528","Ericameria_nauseosa","Ranunculus_alismifolius"," 0.000000e+00","Road"
"529","Erigeron_speciosus","Ranunculus_alismifolius","-2.220446e-16","Road"
"530","Gayophytum_diffusum","Ranunculus_alismifolius"," 0.000000e+00","Road"
"531","Gayophytum_spp","Ranunculus_alismifolius"," 0.000000e+00","Road"
"532","Geranium_richardsonii","Ranunculus_alismifolius"," 0.000000e+00","Road"
"533","Geum_trifolium","Ranunculus_alismifolius"," 1.739130e-01","Road"
"534","Hymenoxys_hoopesii","Ranunculus_alismifolius"," 0.000000e+00","Road"
"535","Lathyrus_leucanthus","Ranunculus_alismifolius"," 0.000000e+00","Road"
"536","Lupinus_bakeri","Ranunculus_alismifolius"," 1.739130e-01","Road"
"537","Mertensia_brevistyla","Ranunculus_alismifolius"," 8.260870e-01","Road"
"538","Noccaea_fendleri","Ranunculus_alismifolius"," 8.260870e-01","Road"
"539","Potentilla_gracilis","Ranunculus_alismifolius"," 0.000000e+00","Road"
"540","Primula_pauciflora","Ranunculus_alismifolius"," 1.739130e-01","Road"
"541","Ranunculus_alismifolius","Ranunculus_alismifolius"," 0.000000e+00","Road"
"542","Senecio_interrigrimus","Ranunculus_alismifolius"," 1.739130e-01","Road"
"543","Taraxacum_officional","Ranunculus_alismifolius"," 9.927536e-01","Road"
"544","Tragopogon_dubius","Ranunculus_alismifolius"," 0.000000e+00","Road"
"545","Valeriana_occidentalis","Ranunculus_alismifolius"," 8.557166e-01","Road"
"546","Viola_nuttalliii","Ranunculus_alismifolius"," 8.260870e-01","Road"
"547","Achillea_millefolium","Senecio_interrigrimus"," 1.110223e-16","Road"
"548","Androsace_septentrionalis","Senecio_interrigrimus"," 0.000000e+00","Road"
"549","Artemisia_tridentata","Senecio_interrigrimus"," 0.000000e+00","Road"
"550","Cirsium_arvense","Senecio_interrigrimus"," 0.000000e+00","Road"
"551","Collomia_linearis","Senecio_interrigrimus"," 0.000000e+00","Road"
"552","Dasiphora_fruticosa","Senecio_interrigrimus"," 1.342282e-01","Road"
"553","Delphinium_nuttalliianum","Senecio_interrigrimus"," 4.230769e-01","Road"
"554","Ericameria_nauseosa","Senecio_interrigrimus"," 0.000000e+00","Road"
"555","Erigeron_speciosus","Senecio_interrigrimus","-2.220446e-16","Road"
"556","Gayophytum_diffusum","Senecio_interrigrimus"," 0.000000e+00","Road"
"557","Gayophytum_spp","Senecio_interrigrimus"," 0.000000e+00","Road"
"558","Geranium_richardsonii","Senecio_interrigrimus"," 1.562500e-01","Road"
"559","Geum_trifolium","Senecio_interrigrimus"," 5.000000e-01","Road"
"560","Hymenoxys_hoopesii","Senecio_interrigrimus"," 0.000000e+00","Road"
"561","Lathyrus_leucanthus","Senecio_interrigrimus"," 0.000000e+00","Road"
"562","Lupinus_bakeri","Senecio_interrigrimus"," 8.243243e-01","Road"
"563","Mertensia_brevistyla","Senecio_interrigrimus"," 0.000000e+00","Road"
"564","Noccaea_fendleri","Senecio_interrigrimus"," 0.000000e+00","Road"
"565","Potentilla_gracilis","Senecio_interrigrimus"," 0.000000e+00","Road"
"566","Primula_pauciflora","Senecio_interrigrimus"," 5.000000e-01","Road"
"567","Ranunculus_alismifolius","Senecio_interrigrimus"," 1.739130e-01","Road"
"568","Senecio_interrigrimus","Senecio_interrigrimus"," 0.000000e+00","Road"
"569","Taraxacum_officional","Senecio_interrigrimus"," 1.666667e-01","Road"
"570","Tragopogon_dubius","Senecio_interrigrimus"," 0.000000e+00","Road"
"571","Valeriana_occidentalis","Senecio_interrigrimus"," 3.703704e-02","Road"
"572","Viola_nuttalliii","Senecio_interrigrimus"," 0.000000e+00","Road"
"573","Achillea_millefolium","Taraxacum_officional"," 1.110223e-16","Road"
"574","Androsace_septentrionalis","Taraxacum_officional"," 0.000000e+00","Road"
"575","Artemisia_tridentata","Taraxacum_officional"," 0.000000e+00","Road"
"576","Cirsium_arvense","Taraxacum_officional"," 0.000000e+00","Road"
"577","Collomia_linearis","Taraxacum_officional"," 0.000000e+00","Road"
"578","Dasiphora_fruticosa","Taraxacum_officional"," 0.000000e+00","Road"
"579","Delphinium_nuttalliianum","Taraxacum_officional"," 7.435897e-01","Road"
"580","Ericameria_nauseosa","Taraxacum_officional"," 0.000000e+00","Road"
"581","Erigeron_speciosus","Taraxacum_officional","-2.220446e-16","Road"
"582","Gayophytum_diffusum","Taraxacum_officional"," 0.000000e+00","Road"
"583","Gayophytum_spp","Taraxacum_officional"," 0.000000e+00","Road"
"584","Geranium_richardsonii","Taraxacum_officional"," 0.000000e+00","Road"
"585","Geum_trifolium","Taraxacum_officional"," 1.666667e-01","Road"
"586","Hymenoxys_hoopesii","Taraxacum_officional"," 0.000000e+00","Road"
"587","Lathyrus_leucanthus","Taraxacum_officional"," 0.000000e+00","Road"
"588","Lupinus_bakeri","Taraxacum_officional"," 1.666667e-01","Road"
"589","Mertensia_brevistyla","Taraxacum_officional"," 8.333333e-01","Road"
"590","Noccaea_fendleri","Taraxacum_officional"," 8.333333e-01","Road"
"591","Potentilla_gracilis","Taraxacum_officional"," 0.000000e+00","Road"
"592","Primula_pauciflora","Taraxacum_officional"," 1.666667e-01","Road"
"593","Ranunculus_alismifolius","Taraxacum_officional"," 9.927536e-01","Road"
"594","Senecio_interrigrimus","Taraxacum_officional"," 1.666667e-01","Road"
"595","Taraxacum_officional","Taraxacum_officional"," 0.000000e+00","Road"
"596","Tragopogon_dubius","Taraxacum_officional"," 0.000000e+00","Road"
"597","Valeriana_occidentalis","Taraxacum_officional"," 8.629630e-01","Road"
"598","Viola_nuttalliii","Taraxacum_officional"," 8.333333e-01","Road"
"599","Achillea_millefolium","Tragopogon_dubius"," 1.110223e-16","Road"
"600","Androsace_septentrionalis","Tragopogon_dubius"," 6.666667e-01","Road"
"601","Artemisia_tridentata","Tragopogon_dubius"," 0.000000e+00","Road"
"602","Cirsium_arvense","Tragopogon_dubius"," 0.000000e+00","Road"
"603","Collomia_linearis","Tragopogon_dubius"," 7.500000e-01","Road"
"604","Dasiphora_fruticosa","Tragopogon_dubius"," 8.724832e-02","Road"
"605","Delphinium_nuttalliianum","Tragopogon_dubius"," 0.000000e+00","Road"
"606","Ericameria_nauseosa","Tragopogon_dubius"," 0.000000e+00","Road"
"607","Erigeron_speciosus","Tragopogon_dubius","-2.220446e-16","Road"
"608","Gayophytum_diffusum","Tragopogon_dubius"," 0.000000e+00","Road"
"609","Gayophytum_spp","Tragopogon_dubius"," 3.437500e-01","Road"
"610","Geranium_richardsonii","Tragopogon_dubius"," 1.875000e-01","Road"
"611","Geum_trifolium","Tragopogon_dubius"," 0.000000e+00","Road"
"612","Hymenoxys_hoopesii","Tragopogon_dubius"," 6.000000e-01","Road"
"613","Lathyrus_leucanthus","Tragopogon_dubius"," 0.000000e+00","Road"
"614","Lupinus_bakeri","Tragopogon_dubius"," 0.000000e+00","Road"
"615","Mertensia_brevistyla","Tragopogon_dubius"," 0.000000e+00","Road"
"616","Noccaea_fendleri","Tragopogon_dubius"," 0.000000e+00","Road"
"617","Potentilla_gracilis","Tragopogon_dubius"," 3.636364e-01","Road"
"618","Primula_pauciflora","Tragopogon_dubius"," 0.000000e+00","Road"
"619","Ranunculus_alismifolius","Tragopogon_dubius"," 0.000000e+00","Road"
"620","Senecio_interrigrimus","Tragopogon_dubius"," 0.000000e+00","Road"
"621","Taraxacum_officional","Tragopogon_dubius"," 0.000000e+00","Road"
"622","Tragopogon_dubius","Tragopogon_dubius"," 0.000000e+00","Road"
"623","Valeriana_occidentalis","Tragopogon_dubius"," 0.000000e+00","Road"
"624","Viola_nuttalliii","Tragopogon_dubius"," 0.000000e+00","Road"
"625","Achillea_millefolium","Valeriana_occidentalis"," 1.110223e-16","Road"
"626","Androsace_septentrionalis","Valeriana_occidentalis"," 0.000000e+00","Road"
"627","Artemisia_tridentata","Valeriana_occidentalis"," 0.000000e+00","Road"
"628","Cirsium_arvense","Valeriana_occidentalis"," 0.000000e+00","Road"
"629","Collomia_linearis","Valeriana_occidentalis"," 0.000000e+00","Road"
"630","Dasiphora_fruticosa","Valeriana_occidentalis"," 7.407407e-03","Road"
"631","Delphinium_nuttalliianum","Valeriana_occidentalis"," 6.139601e-01","Road"
"632","Ericameria_nauseosa","Valeriana_occidentalis"," 0.000000e+00","Road"
"633","Erigeron_speciosus","Valeriana_occidentalis","-2.220446e-16","Road"
"634","Gayophytum_diffusum","Valeriana_occidentalis"," 0.000000e+00","Road"
"635","Gayophytum_spp","Valeriana_occidentalis"," 0.000000e+00","Road"
"636","Geranium_richardsonii","Valeriana_occidentalis"," 7.407407e-03","Road"
"637","Geum_trifolium","Valeriana_occidentalis"," 2.962963e-02","Road"
"638","Hymenoxys_hoopesii","Valeriana_occidentalis"," 0.000000e+00","Road"
"639","Lathyrus_leucanthus","Valeriana_occidentalis"," 0.000000e+00","Road"
"640","Lupinus_bakeri","Valeriana_occidentalis"," 3.703704e-02","Road"
"641","Mertensia_brevistyla","Valeriana_occidentalis"," 9.629630e-01","Road"
"642","Noccaea_fendleri","Valeriana_occidentalis"," 9.629630e-01","Road"
"643","Potentilla_gracilis","Valeriana_occidentalis"," 0.000000e+00","Road"
"644","Primula_pauciflora","Valeriana_occidentalis"," 2.962963e-02","Road"
"645","Ranunculus_alismifolius","Valeriana_occidentalis"," 8.557166e-01","Road"
"646","Senecio_interrigrimus","Valeriana_occidentalis"," 3.703704e-02","Road"
"647","Taraxacum_officional","Valeriana_occidentalis"," 8.629630e-01","Road"
"648","Tragopogon_dubius","Valeriana_occidentalis"," 0.000000e+00","Road"
"649","Valeriana_occidentalis","Valeriana_occidentalis"," 0.000000e+00","Road"
"650","Viola_nuttalliii","Valeriana_occidentalis"," 9.629630e-01","Road"
"651","Achillea_millefolium","Viola_nuttalliii"," 1.110223e-16","Road"
"652","Androsace_septentrionalis","Viola_nuttalliii"," 0.000000e+00","Road"
"653","Artemisia_tridentata","Viola_nuttalliii"," 0.000000e+00","Road"
"654","Cirsium_arvense","Viola_nuttalliii"," 0.000000e+00","Road"
"655","Collomia_linearis","Viola_nuttalliii"," 0.000000e+00","Road"
"656","Dasiphora_fruticosa","Viola_nuttalliii"," 0.000000e+00","Road"
"657","Delphinium_nuttalliianum","Viola_nuttalliii"," 5.769231e-01","Road"
"658","Ericameria_nauseosa","Viola_nuttalliii"," 0.000000e+00","Road"
"659","Erigeron_speciosus","Viola_nuttalliii","-2.220446e-16","Road"
"660","Gayophytum_diffusum","Viola_nuttalliii"," 0.000000e+00","Road"
"661","Gayophytum_spp","Viola_nuttalliii"," 0.000000e+00","Road"
"662","Geranium_richardsonii","Viola_nuttalliii"," 0.000000e+00","Road"
"663","Geum_trifolium","Viola_nuttalliii"," 0.000000e+00","Road"
"664","Hymenoxys_hoopesii","Viola_nuttalliii"," 0.000000e+00","Road"
"665","Lathyrus_leucanthus","Viola_nuttalliii"," 0.000000e+00","Road"
"666","Lupinus_bakeri","Viola_nuttalliii"," 1.110223e-16","Road"
"667","Mertensia_brevistyla","Viola_nuttalliii"," 1.000000e+00","Road"
"668","Noccaea_fendleri","Viola_nuttalliii"," 1.000000e+00","Road"
"669","Potentilla_gracilis","Viola_nuttalliii"," 0.000000e+00","Road"
"670","Primula_pauciflora","Viola_nuttalliii"," 0.000000e+00","Road"
"671","Ranunculus_alismifolius","Viola_nuttalliii"," 8.260870e-01","Road"
"672","Senecio_interrigrimus","Viola_nuttalliii"," 0.000000e+00","Road"
"673","Taraxacum_officional","Viola_nuttalliii"," 8.333333e-01","Road"
"674","Tragopogon_dubius","Viola_nuttalliii"," 0.000000e+00","Road"
"675","Valeriana_occidentalis","Viola_nuttalliii"," 9.629630e-01","Road"
"676","Viola_nuttalliii","Viola_nuttalliii"," 0.000000e+00","Road"
"677","Agoseris_glauca","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"678","Aquilegia_coerulea","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"679","Boechera_stricta","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"680","Castilleja_spp","Agoseris_glauca"," 5.000000e-01","Pfeiler"
"681","Castilleja_sulphurea","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"682","Claytonia_lanceolata","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"683","Delphinium_barbeyi","Agoseris_glauca"," 5.000000e-01","Pfeiler"
"684","Erigeron_speciosus","Agoseris_glauca"," 6.648352e-01","Pfeiler"
"685","Erythronium_grandiflorum","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"686","Helianthella_quinquenervis","Agoseris_glauca"," 5.882353e-01","Pfeiler"
"687","Heliomeris_multiflora","Agoseris_glauca"," 2.119205e-01","Pfeiler"
"688","Hydrophyllum_capitatum","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"689","Hydrophyllum_fendleri","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"690","Lathyrus_leucanthus","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"691","Ligusticum_porteri","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"692","Lupinus_spp","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"693","Mertensia_brevistyla","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"694","Mertensia_ciliata","Agoseris_glauca"," 1.764706e-01","Pfeiler"
"695","Potentilla_gracilis","Agoseris_glauca"," 4.000000e-01","Pfeiler"
"696","Ribes_montigenum","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"697","Senecio_crassulus","Agoseris_glauca"," 3.258427e-01","Pfeiler"
"698","Thalictrum_fendleri","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"699","Vicia_americana","Agoseris_glauca"," 7.142857e-02","Pfeiler"
"700","Viola_nuttalliii","Agoseris_glauca"," 0.000000e+00","Pfeiler"
"701","Agoseris_glauca","Aquilegia_coerulea"," 0.000000e+00","Pfeiler"
"702","Aquilegia_coerulea","Aquilegia_coerulea"," 0.000000e+00","Pfeiler"
